80	配送员不错！但是要的两个石锅拌饭都没有拌饭酱，而且辣白菜五花肉石锅拌饭和其他家做法都不一样里面没有菜没有桔梗	0
81	皮蛋瘦肉粥和汇源果汁没送，投诉了也没用哈，然后让我跑18层楼下去拿外卖，是你送还是我送？要不剩下的我都帮你送了吧！	0
82	味道很好，值得推荐	1
83	曲奇很好喝	1
84	因为楼层很多所以让人去校门口自取，好懒……	0
85	送外卖的态度极差，电话,13241080757	0
86	薯条不错,蘑菇芝士汉堡不好吃,没有很牛堡好,送餐挺快的	0
87	味道不错，外卖小哥速度快，态度好	1
88	素菜就用水煮白菜代替,也是醉了	0
89	不好吃。。。菜太少了。。。。	0
90	到的晚，都凉了，菜品汤也洒了出来，脏兮兮，炒饭里也没看见芝士！	0
91	感谢寒冬送餐,您辛苦了,服务很好温柔	1
92	味道不错，可是没有发票！没有发票！没有发票！	1
93	11点订餐，2.30才送到，饭都不能吃了。	0
94	准时，味道也好	1
95	早送了半个小时，吃的时候都凉了,还少一根烤肠，强烈要求退款	0
96	送餐姐姐又神速态度又好，给她32个赞	1
97	没看时间要求……	0
98	凉皮里面就一点辣椒，其它什么料也没有，超难吃，油条和鸡翅不像好油炸的，看着没食欲，下次在也不订这家餐了！	0
99	原来一直用的百度糯米下单没评价功能，今天下了个专用客户端，把评价补上。这个确实不咋好吃	1
100	送货很快，经常吃他家的，很棒	1
101	到现在餐还送不到,电话也没人接,真是太差劲了	0
102	送餐较慢、需提前一个半小时订餐、卷饼菜少、全是饼、粥也一般、但有优惠价格很实惠、也值了	1
103	味道棒棒哒	1
104	速度很赞，服务很好，不错	1
105	就是有点咸，，，，其他都是完美的，爱宇宙卷饼	1
106	11点下单，1点多才到，等两个多小时，本来想不要了，但是看送餐的人太可怜，勉强收下了。下次还等这么久绝对拒收！差评！！！	0
107	羊排饭连餐厅点的一半不到，分量太少了	0
108	忍住没给一星……少送了鸭脚，店家承诺下次补送。粉里有毛发，眉毛那么长的，特别影响心情……希望能注意，谢了。	0
109	慢的不行,就是慢,绝对不黑,贼难吃,等了将近2小时,好吃也行啊	0
110	味道不错，价格便宜，量又足	1
111	又快又好！热腾腾，好吃好吃	1
112	咖啡凉了,撒的不少,没以前好了	0
113	这店垃圾。一个多小时才送。,而且量小。,谁吃谁上当	0
114	相当好！送餐快，一大盒子超好吃！	1
115	夫妻肺片很腥，吃过的最难吃的夫妻肺片	0
116	难吃到爆~真心服了	0
117	等的时间太久了！	0
118	送餐超级慢啊，味道很好	1
119	根本没送来,我很佩服	0
120	非常遗憾，代金券和立减优惠不能同时使用了。真是痛心疾首啊！	0
121	晚上除了麻辣香锅以外没吃任何其他东西，吃了之后两小时就开始上吐下泻，到现在水状腹泻两次，呕吐四次，连胆汁都吐出来了。	0
122	没看见免葱蒜吗，都放了	0
123	晚了一个小时才到	0
124	京酱肉丝和软炸鲜蘑整个是两道咸菜，没少喝水！	0
125	换了厨师以后菜真的不好吃了！！	0
126	酸菜味道超棒，送餐速度也很快，辛苦快递师傅了！	1
127	说是给病人吃注明了要淡些，结果粥和菜都很咸，以后不再定了！	0
128	一个字：咸，两个字：很咸，三个字：超级咸。。咸的大排我只吃了一口就吐掉了，，不敢吃了，我在想：厨师是一整包盐放进那一块大排里的？？	0
129	非常负责的快递员，很快很快…	1
130	特别快。比美团快多了。以后就百度啦,虽然少了份牛舌饼但是很快送过来了。挺好的	1
131	飘香肘子凉了而且味道不太好…酱香还行	0
132	不到一公里路，10点58分下单，1点20到，下午上班了，才到，我无语	0
133	味道不错，价格实惠，好评	1
134	咸菜炒肉，很一般	0
135	没有蛋羹！！！蛋羹！！！我点过很多次了，唯独这次没有蛋羹！！！	0
136	挺好的，配送速度非常好	1
137	味道一般。没有想象的好吃。	1
138	竟然没有勺子，怎么喝汤？	0
139	太慢了！预计12:15到达！晚了一个多小时,没有任何回复！差评！！！！	0
140	有点慢～～～送餐时间不稳定	1
141	时间有些长	0
142	菜的味道很不好,餐具太简陋,导致溢出全是油,而且送餐时间一个半小时也有点太长了	0
143	米饭好像不是新鲜	0
144	送餐时间超慢	0
145	真的就是两个小时，足足两个小时，催单三次，不过分量太大了，一个人没法吃～	0
146	不错,满意	1
147	高大上，餐包装很精致，味道也不错	1
148	味道不错,就是花卷有点小,下回多要几个	1
149	卷饼里面吃出红色塑胶线,！！	0
150	已经连着两天晚到了！	0
151	亲为什么餐是冷的胃疼	0
152	莴笋和烟笋什么区别？我点的是绿色的那种青笋怎么给我送个黑色的请问哪个菜名是砂锅里绿色的青笋	1
153	可以吃，就是感觉凉点	0
154	送餐很快，满意！	1
155	2个菜,等了1个半小时,饭菜都是温的,差评	0
156	撒的整个袋子里都是	0
157	盒子很精致，味道还好。整体不错	0
158	送餐太慢了，等了一个半小时	0
159	红烧排骨，来的全是笋子。店里面卖的怎么和送的差距这么大？弄不好外卖就别弄，又慢又坑、	0
160	鸡肉非常多，棒棒达。	1
161	8点定的单子，店长11点才联系，也是醉了	0
162	豆浆超级不错	0
163	1、太辣。2、有花椒，不喜欢吃。3、粉条用筷子夹容易碎，用勺子又太长了。4、如果送一包醋，味道会好一些。	0
164	送达个屁啊！我这还没吃上呢，系统就显示已送达！！！我只能说这个软件是神马玩意啊！！！！	0
165	炸藕片太难吃了！,果断扔掉	0
166	昨天订单付款，两次都一样，感觉牛肉有些问题，挺饿了，后面那个就吃了，晚上闹肚子，晦气	0
167	下雨天，配送慢，可以理解，商家为什么不接电话！	0
168	辣酱面好呲，好吃	1
169	2小时配送？每次配送都这么慢！你们要好好想想了……	0
170	就是粥少了点	1
171	没以前好吃了，还跟乌龟一样慢死了	0
172	速度很快，态度很好，赞一个	1
173	汤居然给我送来的是调料包让我自己拿开水冲	0
174	Md,默认不给发票！日的！	0
175	我就见过这样的！这是外卖么！送错地方，我要的可可碎片也点错了！能退么！一星评价都不想给！	0
176	太好吃了这家,还干净,量也够,棒呆	1
177	要的凉的,偏偏来一杯热的,就两样东西还搞错	0
178	粥有一股蒜味,至于送餐的百度外卖，你们真的太差劲了。	0
179	别的不说，告诉我百叶没有了，还觉得您家负责任。后来又说有了，送来的时候就看见一片。。一片就值3块钱？这个必须差评。	0
180	慢点儿不过打电话说了	1
181	速度快，又好吃。	1
182	发票不给开	0
183	快递小伙儿特别热情.很好！	1
184	比在店里吃还便宜	1
185	菜品很差，这么多次了	0
186	经过上次晚了2小时，这次超级快，20分钟就送到了……	1
187	服务态度不错，骑手辛苦啦~	1
188	快、好、方便	1
189	味道还行~豆腐脑的卤淀粉可能多了	1
190	菜很好，但是送餐时间略长	0
191	菜少水少,什么都给的特别少	0
192	配送速度有点慢,奶油上面没加巧克力,直接就是大坨奶油,百度配送服务很到位,还鞠躬什么的,着实被吓到了	0
193	超好喝，快递小哥很热情，速度很快…	1
194	送餐挺快的。以前没吃过这家的菜，今天是第一次吃。鱼香肉丝跟图片不太一样，放了好多青椒和胡萝卜，不是我想要的味道。宫爆鸡丁味道有点淡。干煸豆角味道还不错！	1
195	味道还不错，但是，真的有6寸吗，目测只有4寸。。。。4寸好吗，根本吃不饱	0
196	订餐后一小时还没送，给黄太吉400打电话也一直忙线，最后是给百度外卖的400打电话才给催了	0
197	太不好意思了,让师傅大风天等我半小时，手机静音了,太抱歉了。第一次用百度外卖，很好	1
198	30块的饭，菜量太少了。就一个肉菜，根本吃不饱。	0
199	好吃，天气冷叫外卖很方便	1
200	真是让我等上火了，继续差评！！！气死人！！！	0
201	慢，没带餐具，饭到我这就是快凉了	0
202	很好吃，量很足	1
203	真心有点慢！	0
204	还行，不错，快递也非常的快	1
205	差评！！！！送餐晚到四十分钟，看在送餐员很辛苦的份上没说什么。你们居然拿我的投诉反馈当没看见！没在指定时间送达，我要求退款！！	0
206	蔬菜不好吃	1
207	送餐慢，超级超级难吃，一点味道都没有	0
208	做的儿童餐吗？,怎么那么少？,还整个商务套餐,商务套餐都不够我儿子吃的,里面那是半荤三个半素吗？,让我如何表达我现在的心情,一个字,坑	0
209	都很满意！服务产品都没问题，稻香村外卖就是产品再丰富点吧。	1
210	锅包肉忘了放肉了	0
211	真的两个多小时！！！！	0
212	还可以吧，和平时差不多	1
213	等了三个小时，还没有送到，只有退单了！	0
214	20套餐,盐酥鸡,变成淀粉炸,蟹段,，没什么提前说一声,没吃饱	0
215	肉很足，很香。中份的量也很大，足够吃了。不爱吃肉的慎点，肉多的吃得有点恶心了	1
216	送餐速度快点就完美了	1
217	为什么不给管儿？？？？撕开纸喝？？？？	0
218	当时收餐时没检查，第二天早上发现红丝绒蛋糕没给。	0
219	各方面都挺满意，老订不多说。	1
220	不是59免外送费吗？明明收了9块钱外送费！	0
221	饺子皮太厚饺子包的有点像包子	0
222	三个小时的配送时间，如果想大家想订餐请三思。	0
223	很方便,！但是就是太慢了！都超时了！但是送餐员态度还是很好的！提前打电话联系。	0
224	离着近自取的，百度外卖合适。好吃。	1
225	烤肠太硬，感觉都放了好几天的	0
226	两块腰子还没一块鱼豆腐大,太坑人了15块钱花的	0
227	非常好吃哈哈哈	1
228	下单时说43分钟，外卖人员告诉我2个多小时，最后米饭交了钱没给我带，电联咨询外卖人员详情，最后给我在小饭店买的米饭，也就白灼芥兰好吃，剩下的那个个菜垃圾死了，要不看外卖人员那么辛苦为难，我绝不会支付一分钱	0
229	不能难吃更多	0
230	最近两次送来的肉都是臭的	0
231	感觉有点辣，味道一般	1
232	咖啡没有喝,拿错怎么喝	0
233	水煮牛肉是别人剩的吗？牛肉都是散的，吃到嘴里就化掉了，谁家做的能那样，里面有青菜，芹菜，还有黄瓜。真心反胃啊，大杂烩吗，来好几次了，以后不敢吃了	0
234	神速啊！挺好吃的！	1
235	味道不错呦	1
236	送错饮料了	0
237	肉实在太少了	0
238	肘子肉太干了，不嫩，吃着很硬。饼也有点厚。没有想象和网上吹捧的那么好吃。	0
239	还可以吧。	0
240	辛苦送餐的师傅。好评。	1
241	就吃了点儿炒鸡蛋鸡蛋	0
242	吃了就坏肚子了，再也不订了	0
243	土豆都是生的好吗，老板！或者你们用的土豆太水了，吃起来跟生的一样。选淀粉含量高的土豆增加不了多少成本。或者你们挑菜的时候太不认真了。	0
244	经常在这里订，味道棒棒的，继续努力，为我刚才的失误道歉了	1
245	感觉不怎么样！配送不守时，不过辛苦送货员了	0
246	送货时间很快,骑士很棒,菜也好吃,五星级服务	1
247	炒饭里有股类似哈喇味的味道，完全盖住了饭味，无法下咽	0
248	一个小时才送到，面坨成个疙瘩，没法吃，扔了	0
249	很好,配送员也很好	1
250	难吃,点了卤肉没通知直接给换成鸡腿的，也是醉了	0
251	30块钱送银耳汤，木有这回事。,6寸的今日特价，显然已经快变成4寸了，还基本凉了……,薯泥，应该是刚用水冲开就打包送出了，完全没焗成，水呼里啦的就送来了。	0
252	感谢卖家做出这么好吃的千层蛋糕，感谢送餐人员快速到达！辛苦了！	1
253	吃起来还不错	1
254	真心不像湄洲应有的水准	0
255	送来的经典巧克力洒了小半杯~第一次百度订餐，下次再不敢用了	0
256	一份饭还不够三岁孩子吃呢	0
257	我居然还买了第二次	0
258	很好,速度也很快,继续努力～～	1
259	超级慢，等了一个半小时都不止	0
260	红烧牛肉肉不多。都是青笋	0
261	送到对时候已经不热了！我要求煎饼里放辣椒，结果放的不知道什么玩意的酱，太失败了，2星是为了豆腐脑	0
262	好吃,就是有点贵	1
263	忘放芝士。。。而且配送慢饭已凉	0
264	太难吃，感觉送来的和店里的比要mini和简陋太多。	0
265	送餐快又准时，非常好吃，两个人竟然没吃完。晚上再煮点面放进去，晚饭都解决了。鸡块很多，味道很好。口味重！值得推荐！	1
266	阿邦半年好好咯哦不急	1
267	不送到，下楼去取	0
268	豆皮还挺好吃的，热干面也还行	1
269	送的特别慢，服务态度不好	0
270	今天居然吃到了很热乎的！送餐也很快！	1
271	如果你说40分钟到，那就不要一个半小时，饭还是温的…成功易，守功难	0
272	这鱼,筷子一下去,就都碎了	0
273	十点订餐。。。十二点十五到。。。我终于知道你们为什么吃的很香的。。。都你妹饿的	0
274	物流跟不上，还乱接单，态度恶劣，没有诚信，东西看着有些发霉，闻着酸味，怕吃完闹肚子，我们以后不会在这订了，真倒霉。	0
275	一般,没我妈妈做的春饼好吃,面饼不好,太干,纯肉太荤	0
276	等待时间太长了，快70分钟，自己过去吃都回来了	0
277	太慢！！味道一般！！	0
278	上门取餐的，为啥还收1元？而且还不配给【盒装饮料】。。	0
279	不好吃，牛肉一股腥味，馅饼都没熟	0
280	皮儿有点厚，肉有点肥	0
281	感觉这是最赞的一次外卖	1
282	咖啡洒了，定了三次咖啡都是洒出来的	0
283	紫苏黄瓜油大了点。烧椒皮蛋醋多了辣椒吃起来发酸	1
284	有点腻，味道还可以，不能多吃	0
285	送餐很及时，态度也很好	1
286	鱼豆腐我要特别赞一下,已经推荐,！其它的嘛,不好说，每人口味不一样，还有,刚刚听说还有不辣系列的鸭翅，但是品种里面没有找到，我的微辣鸭翅说是没有货了,还有,那个所谓的花生没有收到,这个是什么情况,都没个解释么？	0
287	不是一般的慢呵呵呵呵无语了	0
288	还没收到！根本联系不上！	0
289	送得很快。但是那晚筷乐家园餐盒装的鸭汤散发着臭味，没敢喝	0
290	一有点慢，吃了下午就拉肚子了	0
291	这个订单根本就没有送到,让我们等到1点多，信誉太差了，之前还一直在他家订饭。	0
292	不油腻，好吃。陪米饭	1
293	物美价廉！给的量挺大的，味道也不错，好评！(不是说现在手机APP下单送清至口香糖么？为什么这个百度配送人员没给我?	1
294	太慢啦,然后饭都凉了,很难吃,我发誓就这一次	0
295	等了一个半小时，14元钱，你就给我吃这个？？？酸豆角焖肉？我和同事的加起来，里面的肉馅都不够包一个馄饨的，评论不能爆照片，要不我就发出来给大家见识见识了。毫无疑问的大差评！	0
296	菜不错,外送弄错地址，态度非常差，找零往地上扔	0
297	难吃到爆！这家店的菜品完全有失牛炖的水准，如果由于地址的限制只能在这家点餐，那么将义无反顾放弃牛炖！	0
298	忘了备注不要皮蛋瘦肉粥,还是喜欢南瓜粥一些	1
299	第一天11:20下的订单，催了好几遍还是1点多才送来，一共订了3样东西，只送了2样。说得特别好说第二天天再送份原样的订单，12点前一定送到，11点多特意打电话问说是送出来了，还是快1点才到，以后不会再订了。	0
300	菜挺好吃的，但是速度真心是！！！饿死了好几个人了才吃上饭！	0
301	十块钱就两个锁骨，好贵！送来的订单也不是我们的单子，就这么迷迷糊糊的怎么做生意的？	0
302	少一份南瓜粥	0
303	米饭太硬了，有的还没熟	1
304	最近经常在这家店定,除了饭盒每次菜的味道差别都特大	0
305	送的河粉不是肉丝炒河粉加卤蛋，给我改成排骨河粉，有点无语	0
306	蔬菜什么的都不新鲜了！	0
307	等了快三个小时才吃到饭，这已经是第四次了，订完还特意给总部打电话说快给我下单到分店，没想到忽悠人呢，菜品量越来越少也是，大差评！！	0
308	也就那样，不好吃	0
309	送餐的大叔非常好	1
310	送餐很快，肉很好吃，量还可以	1
311	味道不错，下次再订。	1
312	超时不赔付,还洒了很多	0
313	啊吃完一股香菇味久久萦绕无法散去,南瓜粥不甜	1
314	味道不正宗	0
315	等了两小时，都饿过头了	0
316	第一次吃到这么精致的卷饼,锡纸卷!	1
317	没送饮料啊	0
318	真是醉了，我不小心订成货到付款了，刚订两秒要取消订单就不行，说已经开始制作了（平时去店里吃怎么没这么快？）还得打电话给客服，让取消单子。结果把我已经在网上付款的第二个单子取消了，让我再付46给他，真是呵呵你们一脸，我有病么付了钱的单子不要还要带着钱去再付一次。还告诉我15个工作日退款才能到账，涨姿势了，现在还有15天到账的，坑我钱么？	0
319	送餐速度真的很慢，还忘了送粥过来，又补送了一次，肘子卷很一般，如果能把设计包装纸袋子的精力放在提高产品质量和送餐速度上就好了	0
320	太low了，感觉全部都是剩菜剩饭，这质量也有资格上百度外卖？？？	0
321	料很足，味道也不错，就是包装怎么那么复杂？！	1
322	比预计时间晚了十分钟，还算准时	1
323	好吃！并且包装的特别好！梅州东坡棒棒嗒	1
324	等了将近一个小时，快饿晕	0
325	玉林草泥马,大骗子	0
326	挺好吃，送餐快。	0
327	很难吃,特别难吃	0
328	真没劲一次比一次少、餐厅怎么整的、难道是我给的钱少吗？	0
329	配送超时二十分钟后告诉我还要二十分钟，而且都是我打了四次电话他搞错送人后才给我反馈的，来的晚了饭菜都凉了快，粥也撒了，纸巾都成纸浆了！耽误事！差评！！	0
330	还可以吧。不过最好可以有个标签标明是哪种煎饼，不然不容易分别出来！	1
331	超级差评！备注了送醋结果一份都没有，投诉也没人回复。	0
332	沙拉总是不给沙拉酱。。。好几次了！！！餐具里也没有勺子。。。。	0
333	送餐速度极慢，从下单到送到用了一个半小时，而且口味很一般	0
334	等了2个小时，显示快递员拿到以后又用了一个小时才送到。,菜品本身还不错	0
335	两小时,两小时送到！	0
336	慢不说吧,催了好久,显示刚接单所以打电话取消了,反倒送过来了,已经点了别的餐已经到了,无语了,再也不定商家自己送的餐了,慎重呀	0
337	送餐有够慢，说是一个小时，结果快两个小时才到，我总觉得是商家一个小时才出餐，送餐时间也长	1
338	菜品都不错，就是配送员就跟一……似得，一个多小时才送来一看就是个新手！特别恼怒，比上次那个配送员慢了接近一小时！我就不说别的了！	0
339	味道不错，送货师傅平均不停打电话催，等10分钟就告诉在不下来就走了，也没有那么忙吧！	0
340	送餐太慢了，11点半订的餐，你下午1点半才送到	0
341	太慢。。就街对面还这么慢。	0
342	一般，大家评价都不是很好，没店里吃的新鲜。尤其是拌饭，蘑菇鱼都是罐头。	0
343	只有一块菠萝	0
344	好，爱吃夹油条的煎饼果子	1
345	点的一品锅怎么送的猪手！	0
346	不太好，下次不会在吃了，	0
347	这次跟前几次比起来好难吃啊,可能换厨师了吧。这次的好难吃,菜花都有点没熟,不知道吃完会不会不舒服！	0
348	小碗牛肉用盒子放在装菜的盒子上面，送到时，下面的饭盒盖子被压扁了，上面的盒子就那么陷在下面的菜里。小碗牛肉里有头发，恶心的全倒了。	0
349	菜里全是汤洒了一袋子。。	0
350	太慢了，建议提前两个小时定...	0
351	好！希望一直这么好	1
352	时间快，但是定了5份就给我们哪了3双筷子，而且说了吧面换成土豆粉，也没给换，量特别少，少的厉害	0
353	大冷天的辛苦快递师傅了～	1
354	都太甜了，真心接受不了又甜又辣的鱼香茄子，份量也小，感觉不值这个价	0
355	百度外卖,大骗子....欺骗消费者,坑人	0
356	刚吃上没多久就拉肚子了。肉肉明显不是正常的红烧肉颜色。	0
357	每一样的很喜欢！会继续光顾哒	1
358	消费已经满50元，可是没有赠霸王鸡条！而且点了薯条，没有给番茄酱！	0
359	好吃～～～还不贵～～～还比预计的时间早～～～	1
360	一瓶山楂秋梨汁居然只给一小碗，顶多200ml！	0
361	应该不会在点第二次了	0
362	超级快,准时。希望以后都这位小哥配送	1
363	真的不好吃，不过按照我的要求做了，谢谢	0
364	定位出了点问题超出了配送范围,但是快递人员还是耐心问路给送了,好评	1
365	土豆丝卷小了一倍,送餐速度巨慢,而且距离很近很近	0
366	太慢了，等了80分钟才到	0
367	物流特别慢，催了一次单，打了一次客服，评价居然显示12：50送达，你送到了吗？一点半才送到好不！等了一个多小时！	0
368	第二次点的飘香肘子等了近俩小时，饼有点凉了不说还特别干，肘子肉做的特别老，还没有刷酱，这样子生意怎么做啊以后	0
369	忍无可忍，在中国电子大厦送这么久	0
370	将近一个小时才送到，因为已经要离开原送货地点了，要打电话问店家电话也永远不接，反正吃到的时候已经都塌塌了，所以口味没有传说中那么好。可以理解太忙了所以很晚才送货出来。但是明显不是占线而是客服故意不接。这样有急事需要联系的话真的太不好了。	0
371	外卖小哥速度很快，态度好，东西也好吃，赞	1
372	等了仨小时，，，外卖不靠谱。	0
373	要的腊八蒜没给带,说给退了,也不给钱,啥意思吗	0
374	口味可以，量不大。鸡块一般	0
375	就还行，没有很好吃	0
376	送的慢，态度差	0
377	没有送,也没有退款,呵呵	0
378	送餐速度不是一般的慢,快两个小时才送来,宫保鸡丁饭米饭上面竟然还有咖喱	0
379	挺好吃的，也干净，小炒肉很解馋	1
380	菜好吃，分量也很好。美中不足的是米饭太硬，口感影响了整体评价。	0
381	太慢了，不想说什么了…	0
382	辛苦送餐师傅。肉夹馍一直都很好吃。	0
383	扬州炒饭没第一次点的好吃,好像没放盐,小馒头很干也没给奶油	0
384	经常订他家饭很好吃，	1
385	速度非常快，味道也挺好，一直喜欢他家的皮蛋粥	1
386	里面的糖醋里脊裹的啥东西全都掉了,粘的不牢固	0
387	拌饭的米太软了，吃起来感觉糊在嘴里	0
388	得亏现在有优惠，你确定这一个卷饼值20,肘子在哪里,分明就是半熟的肥肉,糊弄人,量也是刷单刷的	0
389	品质不错，希望一如既往地坚持！	1
390	因为之前吃过一次觉得好吃，于是今晚买了两份，太难吃了，感觉饭都是生的，一盒都没有吃完，真是浪费	0
391	包子都不想说啥了	0
392	不错，以后还订	0
393	一个多小时了，压根就没人送。	0
394	备注说了要皮蛋粥，给我南瓜粥	0
395	整整晚了一个小时送到，非常生气，以后再也不定这家饭了	0
396	金针菇咸的发苦	0
397	送货快,服务好	1
398	不好吃,饭根本不像饭,难吃的咽不下去	0
399	点一次吃到一次头发究竟是为什么？？？	0
400	一般，饭有些硬	0
401	天气这么不好的情况下点外卖实在对不住外卖小哥,辛苦啦	1
402	好多肥肉啊	0
403	送餐的是个SB，吃的全都撒出来了，而且这人只送到电梯，一步都不多走，还得自己走一段去拿。饺子全凉的	0
404	出乎意料的好，病人吃着也挺好的！速度还快～下次还点	1
405	这个饼真的很难吃，第一口肥肉，第二口还是肥肉，没有什么味道	0
406	和想像的有挺大差距。	0
407	饮料洒了！鸡柳软了！	0
408	特别快，服务菜品都不错	1
409	太一般了,送到了都凉了,味道也太一般了	0
